dt, Acceleration, Pressure, Their Altitude, Our Altitude
0.010000,87.460000,86635.000000, 1301.60,1337.188721
0.010000,87.460000,86632.000000, 1301.88,1338.256180
0.010000,86.400000,86609.000000, 1304.06,1339.252600
0.010000,86.400000,86605.000000, 1304.44,1340.140477
0.010000,81.630000,86620.000000, 1303.02,1340.148408
0.010000,83.750000,86619.000000, 1303.11,1340.671287
0.010000,87.460000,86600.000000, 1304.91,1341.282925
0.010000,85.870000,86590.000000, 1305.85,1341.646945
0.010000,85.340000,86602.000000, 1304.72,1341.842795
0.010000,84.810000,86615.000000, 1303.49,1341.719331
0.010000,84.280000,86580.000000, 1306.80,1341.899460
0.010000,84.280000,86590.000000, 1305.85,1341.883061
0.010000,84.280000,86590.000000, 1305.85,1341.811395
0.010000,84.280000,86599.000000, 1305.00,1341.590805
0.010000,84.810000,86561.000000, 1308.60,1341.774902
0.010000,83.750000,86577.000000, 1307.08,1341.556084
0.010000,84.810000,86570.000000, 1307.75,1341.590108
0.010000,84.280000,86596.000000, 1305.29,1341.105645
0.010000,84.810000,86560.000000, 1308.69,1341.164391
0.010000,83.750000,86588.000000, 1306.04,1340.643061
0.010000,87.460000,86570.000000, 1307.75,1340.858711
0.010000,86.400000,86574.000000, 1307.37,1340.482794
0.010000,84.810000,86585.000000, 1306.33,1340.108062
0.010000,83.750000,86573.000000, 1307.46,1339.656136
0.010000,83.750000,86565.000000, 1308.22,1339.403010
0.010000,85.870000,86535.000000, 1311.06,1339.579948
0.010000,84.280000,86558.000000, 1308.88,1339.178241
0.000000,84.280000,86558.000000, 1308.88,1338.410605
0.010000,86.400000,86545.000000, 1310.11,1338.527585
0.010000,85.340000,86559.000000, 1308.79,1338.200214
0.010000,86.400000,86577.000000, 1307.08,1337.946886
0.010000,84.810000,86552.000000, 1309.45,1337.587307
0.010000,85.870000,86555.000000, 1309.16,1337.513497
0.010000,85.870000,86536.000000, 1310.96,1337.386051
0.010000,88.520000,86553.000000, 1309.35,1337.462617
0.010000,85.870000,86536.000000, 1310.96,1337.107943
0.010000,89.590000,86544.000000, 1310.20,1337.405426
0.010000,84.810000,86533.000000, 1311.24,1336.747843
0.010000,91.180000,86523.000000, 1312.19,1337.522848
0.010000,84.810000,86524.000000, 1312.10,1336.636226
0.010000,99.130000,86522.000000, 1312.29,1338.317570
0.010000,94.890000,86530.000000, 1311.53,1337.625835
0.010000,91.710000,86509.000000, 1313.51,1338.109755
0.010000,91.180000,86517.000000, 1312.76,1337.759544
0.010000,89.590000,86512.000000, 1313.23,1337.690065
0.010000,87.460000,86504.000000, 1313.99,1337.287368
0.010000,87.990000,86493.000000, 1315.03,1337.294701
0.010000,86.930000,86506.000000, 1313.80,1336.828864
0.010000,87.460000,86496.000000, 1314.74,1336.727316
0.010000,86.400000,86477.000000, 1316.54,1336.515883
0.010000,86.930000,86486.000000, 1315.69,1336.426302
0.010000,85.870000,86502.000000, 1314.18,1335.895042
0.010000,85.870000,86480.000000, 1316.26,1335.774201
0.010000,84.810000,86480.000000, 1316.26,1335.412171
0.010000,85.340000,86482.000000, 1316.07,1335.234705
0.010000,85.340000,86469.000000, 1317.30,1335.050816
0.010000,85.340000,86468.000000, 1317.39,1334.939490
0.010000,85.340000,86461.000000, 1318.06,1334.829959
0.010000,85.340000,86448.000000, 1319.29,1334.858152
0.010000,85.870000,86437.000000, 1320.33,1334.995781
0.000000,85.870000,86437.000000, 1320.33,1334.301328
0.010000,85.870000,86455.000000, 1318.63,1334.318072
0.010000,85.870000,86447.000000, 1319.38,1334.315358
0.010000,86.400000,86437.000000, 1320.33,1334.475375
0.010000,86.400000,86422.000000, 1321.75,1334.670260
0.010000,86.930000,86438.000000, 1320.23,1334.741880
0.010000,86.400000,86411.000000, 1322.79,1334.928282
0.010000,86.930000,86401.000000, 1323.74,1335.283998
0.010000,87.460000,86418.000000, 1322.13,1335.370953
0.010000,86.930000,86404.000000, 1323.45,1335.515175
0.010000,86.930000,86403.000000, 1323.55,1335.644225
0.010000,87.460000,86397.000000, 1324.12,1335.828977
0.010000,87.460000,86396.000000, 1324.21,1335.942822
0.010000,87.990000,86387.000000, 1325.06,1336.176619
0.010000,87.990000,86357.000000, 1327.91,1336.602985
0.010000,87.990000,86388.000000, 1324.97,1336.662876
0.010000,87.990000,86364.000000, 1327.24,1336.914937
0.010000,87.990000,86360.000000, 1327.62,1337.150610
0.010000,88.520000,86351.000000, 1328.47,1337.473040
0.010000,87.990000,86355.000000, 1328.10,1337.594880
0.010000,88.520000,86330.000000, 1330.46,1338.040350
0.010000,88.520000,86327.000000, 1330.75,1338.356343
0.010000,87.990000,86326.000000, 1330.84,1338.607608
0.010000,87.990000,86308.000000, 1332.55,1338.987942
0.010000,88.520000,86307.000000, 1332.64,1339.356306
0.010000,88.520000,86299.000000, 1333.40,1339.701558
0.010000,88.520000,86278.000000, 1335.39,1340.208169
0.010000,88.520000,86273.000000, 1335.87,1340.662492
0.010000,88.520000,86292.000000, 1334.07,1340.855356
0.010000,88.520000,86272.000000, 1335.96,1341.198430
0.010000,88.520000,86259.000000, 1337.20,1341.604533
0.010000,88.520000,86262.000000, 1336.91,1341.906676
0.010000,89.050000,86258.000000, 1337.29,1342.247177
0.000000,89.050000,86258.000000, 1337.29,1341.565419
0.010000,88.520000,86255.000000, 1337.57,1341.938481
0.010000,89.590000,86219.000000, 1340.99,1342.674350
0.010000,88.520000,86228.000000, 1340.14,1343.041172
0.010000,89.050000,86215.000000, 1341.37,1343.634688
0.010000,89.050000,86205.000000, 1342.32,1344.129193
0.010000,89.590000,86179.000000, 1344.78,1344.924181
0.010000,89.590000,86168.000000, 1345.83,1345.629096
0.010000,89.050000,86167.000000, 1345.92,1346.227871
0.010000,89.590000,86172.000000, 1345.45,1346.746934
0.010000,89.590000,86160.000000, 1346.59,1347.263094
0.010000,90.120000,86147.000000, 1347.82,1347.906426
0.010000,90.120000,86135.000000, 1348.96,1348.518754
0.010000,90.120000,86114.000000, 1350.96,1349.278121
0.010000,90.120000,86120.000000, 1350.39,1349.842436
0.010000,90.120000,86105.000000, 1351.81,1350.484730
0.010000,90.650000,86115.000000, 1350.86,1350.974942
0.010000,90.650000,86080.000000, 1354.18,1351.710671
0.010000,91.180000,86079.000000, 1354.28,1352.416556
0.010000,92.240000,86074.000000, 1354.75,1353.137982
0.010000,90.650000,86064.000000, 1355.70,1353.636378
0.010000,91.710000,86046.000000, 1357.41,1354.486568
0.010000,90.650000,86046.000000, 1357.41,1354.941590
0.010000,90.650000,86037.000000, 1358.27,1355.588123
0.010000,91.180000,86030.000000, 1358.93,1356.157417
0.010000,90.650000,86030.000000, 1358.93,1356.616465
0.010000,91.710000,85997.000000, 1362.07,1357.465548
0.010000,91.710000,85996.000000, 1362.17,1358.117495
0.010000,90.650000,86005.000000, 1361.31,1358.525468
0.010000,91.180000,85996.000000, 1362.17,1359.056603
0.010000,90.650000,85964.000000, 1365.21,1359.711299
0.010000,90.120000,85962.000000, 1365.40,1360.306377
0.010000,89.590000,85949.000000, 1366.64,1360.882338
0.000000,89.590000,85949.000000, 1366.64,1360.355758
0.010000,89.590000,85959.000000, 1365.68,1360.901941
0.010000,90.120000,85937.000000, 1367.78,1361.593521
0.010000,89.590000,85936.000000, 1367.87,1362.136845
0.010000,89.590000,85942.000000, 1367.30,1362.582456
0.010000,89.050000,85932.000000, 1368.25,1362.982470
0.010000,89.050000,85923.000000, 1369.11,1363.465043
0.010000,89.590000,85910.000000, 1370.35,1364.035253
0.010000,89.590000,85904.000000, 1370.92,1364.568468
0.010000,89.050000,85904.000000, 1370.92,1364.980105
0.010000,88.520000,85895.000000, 1371.77,1365.397271
0.010000,89.050000,85882.000000, 1373.01,1365.959358
0.010000,88.520000,85862.000000, 1374.91,1366.541125
0.010000,88.520000,85872.000000, 1373.96,1367.007542
0.010000,88.520000,85874.000000, 1373.77,1367.352433
0.010000,87.990000,85859.000000, 1375.20,1367.767204
0.010000,88.520000,85858.000000, 1375.29,1368.211306
0.010000,87.990000,85836.000000, 1377.39,1368.711660
0.010000,87.990000,85854.000000, 1375.68,1369.027683
0.010000,87.990000,85830.000000, 1377.96,1369.505030
0.010000,89.590000,85832.000000, 1377.77,1370.089807
0.010000,88.520000,85812.000000, 1379.67,1370.562270
0.010000,86.930000,85831.000000, 1377.86,1370.756364
0.010000,86.930000,85810.000000, 1379.86,1371.155250
0.010000,86.400000,85817.000000, 1379.20,1371.360017
0.010000,87.990000,85817.000000, 1379.20,1371.755599
0.010000,87.990000,85791.000000, 1381.67,1372.222769
0.010000,85.870000,85798.000000, 1381.01,1372.414296
0.010000,85.870000,85796.000000, 1381.20,1372.695700
0.010000,84.810000,85784.000000, 1382.34,1372.890234
0.010000,85.870000,85778.000000, 1382.91,1373.343125
0.010000,85.870000,85776.000000, 1383.10,1373.619694
0.010000,85.870000,85778.000000, 1382.91,1373.929968
0.000000,85.870000,85778.000000, 1382.91,1373.027865
0.010000,85.340000,85771.000000, 1383.58,1373.488446
0.010000,84.810000,85754.000000, 1385.20,1373.946391
0.010000,85.870000,85766.000000, 1384.06,1374.412458
0.010000,84.810000,85740.000000, 1386.53,1374.853618
0.010000,84.280000,85727.000000, 1387.77,1375.455398
0.010000,84.280000,85736.000000, 1386.91,1375.840147
0.010000,83.750000,85723.000000, 1388.15,1376.288545
0.010000,83.220000,85731.000000, 1387.39,1376.558897
0.010000,83.750000,85695.000000, 1390.82,1377.247885
0.010000,83.750000,85700.000000, 1390.35,1377.743747
0.010000,83.220000,85708.000000, 1389.58,1378.082745
0.010000,83.750000,85686.000000, 1391.68,1378.674567
0.010000,84.280000,85665.000000, 1393.68,1379.416624
0.010000,84.810000,85667.000000, 1393.49,1380.096656
0.010000,82.690000,85666.000000, 1393.59,1380.447873
0.010000,82.690000,85662.000000, 1393.97,1380.963533
0.010000,82.690000,85642.000000, 1395.88,1381.518677
0.010000,82.690000,85663.000000, 1393.87,1381.860222
0.010000,82.690000,85651.000000, 1395.02,1382.250017
0.010000,82.690000,85637.000000, 1396.35,1382.757813
0.010000,82.690000,85624.000000, 1397.59,1383.323778
0.010000,82.690000,85616.000000, 1398.36,1383.912718
0.010000,83.220000,85612.000000, 1398.74,1384.525179
0.010000,83.750000,85593.000000, 1400.55,1385.281548
0.010000,83.220000,85588.000000, 1401.03,1385.923730
0.010000,83.220000,85587.000000, 1401.12,1386.548212
0.010000,82.690000,85569.000000, 1402.84,1387.195428
0.010000,81.630000,85542.000000, 1405.42,1387.978496
0.010000,81.630000,85555.000000, 1404.18,1388.576255
0.010000,84.810000,85544.000000, 1405.23,1389.538453
0.010000,80.570000,85533.000000, 1406.28,1389.836436
0.010000,80.570000,85514.000000, 1408.09,1390.713439
0.000000,80.570000,85514.000000, 1408.09,1390.083275
0.010000,81.100000,85517.000000, 1407.81,1390.958855
0.010000,82.160000,85514.000000, 1408.09,1391.664094
0.010000,82.160000,85491.000000, 1410.29,1392.581251
0.010000,80.570000,85482.000000, 1411.15,1393.269645
0.010000,79.510000,85488.000000, 1410.58,1393.840439
0.010000,79.510000,85469.000000, 1412.39,1394.531337
0.010000,79.510000,85449.000000, 1414.30,1395.351769
0.010000,79.510000,85451.000000, 1414.11,1396.054922
0.010000,78.450000,85429.000000, 1416.21,1396.792985
0.010000,79.510000,85428.000000, 1416.31,1397.640888
0.010000,78.980000,85409.000000, 1418.13,1398.414793
0.010000,78.450000,85393.000000, 1419.66,1399.312866
0.010000,77.920000,85409.000000, 1418.13,1399.860991
0.010000,78.450000,85373.000000, 1421.57,1400.832054
0.010000,80.040000,85352.000000, 1423.58,1401.998003
0.010000,81.630000,85356.000000, 1423.19,1403.097077
0.010000,81.100000,85339.000000, 1424.82,1404.114317
0.010000,80.040000,85337.000000, 1425.01,1404.997521
0.010000,78.980000,85304.000000, 1428.17,1406.025016
0.010000,78.450000,85315.000000, 1427.12,1406.821118
0.010000,76.860000,85300.000000, 1428.55,1407.517344
0.010000,77.390000,85286.000000, 1429.89,1408.442410
0.010000,76.330000,85296.000000, 1428.93,1408.949525
0.010000,76.860000,85245.000000, 1433.82,1410.118770
0.010000,76.330000,85215.000000, 1436.69,1411.273082
0.010000,76.860000,85214.000000, 1436.78,1412.479814
0.010000,76.860000,85199.000000, 1438.22,1413.595783
0.010000,76.860000,85189.000000, 1439.18,1414.754369
0.010000,76.330000,85174.000000, 1440.62,1415.836658
0.010000,75.270000,85167.000000, 1441.29,1416.818024
0.010000,75.800000,85133.000000, 1444.54,1418.128338
0.010000,77.920000,85130.000000, 1444.83,1419.487816
0.000000,77.920000,85130.000000, 1444.83,1419.422966
0.010000,78.450000,85112.000000, 1446.56,1420.931938
0.010000,75.270000,85107.000000, 1447.04,1421.822765
0.010000,74.210000,85107.000000, 1447.04,1422.818616
0.010000,74.210000,85067.000000, 1450.87,1423.989866
0.010000,73.680000,85050.000000, 1452.50,1425.220790
0.010000,73.680000,85063.000000, 1451.26,1426.174925
0.010000,73.680000,85039.000000, 1453.56,1427.281786
0.010000,73.150000,85046.000000, 1452.89,1428.133163
0.010000,73.150000,85020.000000, 1455.38,1429.204857
0.010000,73.150000,85011.000000, 1456.24,1430.223145
0.010000,73.150000,85014.000000, 1455.96,1431.122539
0.010000,73.150000,85002.000000, 1457.11,1432.040525
0.010000,74.210000,84973.000000, 1459.89,1433.276335
0.010000,74.210000,84954.000000, 1461.72,1434.489812
0.010000,73.150000,84956.000000, 1461.52,1435.484509
0.010000,73.150000,84924.000000, 1464.60,1436.742538
0.010000,72.620000,84913.000000, 1465.65,1437.887040
0.010000,72.620000,84919.000000, 1465.08,1438.903600
0.010000,72.090000,84913.000000, 1465.65,1439.785370
0.010000,71.560000,84869.000000, 1469.88,1441.023925
0.010000,72.090000,84889.000000, 1467.96,1441.978603
0.010000,71.560000,84855.000000, 1471.23,1443.094638
0.010000,71.030000,84836.000000, 1473.05,1444.278799
0.010000,71.560000,84853.000000, 1471.42,1445.225094
0.010000,71.560000,84846.000000, 1472.09,1446.111825
0.010000,70.500000,84825.000000, 1474.11,1447.030357
0.010000,70.500000,84813.000000, 1475.26,1448.035241
0.010000,70.500000,84810.000000, 1475.55,1448.931769
0.010000,70.500000,84767.000000, 1479.69,1450.198686
0.010000,71.030000,84775.000000, 1478.92,1451.285703
0.010000,70.500000,84768.000000, 1479.59,1452.252595
0.010000,70.500000,84769.000000, 1479.49,1453.160572
0.000000,70.500000,84769.000000, 1479.49,1452.791236
0.010000,71.030000,84729.000000, 1483.34,1454.207749
0.010000,72.090000,84698.000000, 1486.32,1455.772510
0.010000,72.090000,84712.000000, 1484.98,1457.022527
0.010000,70.500000,84696.000000, 1486.52,1458.130786
0.010000,69.970000,84685.000000, 1487.58,1459.283318
0.010000,69.440000,84676.000000, 1488.44,1460.318533
0.010000,69.440000,84653.000000, 1490.66,1461.536530
0.010000,69.440000,84642.000000, 1491.72,1462.700530
0.010000,68.910000,84621.000000, 1493.74,1463.921880
0.010000,68.910000,84601.000000, 1495.66,1465.237676
0.010000,68.910000,84608.000000, 1494.99,1466.327883
0.010000,68.910000,84574.000000, 1498.27,1467.662751
0.010000,68.380000,84568.000000, 1498.84,1468.848085
0.010000,68.380000,84548.000000, 1500.77,1470.156783
0.010000,68.380000,84518.000000, 1503.66,1471.602736
0.010000,67.850000,84513.000000, 1504.15,1472.901945
0.010000,68.380000,84528.000000, 1502.70,1473.995784
0.010000,68.380000,84478.000000, 1507.52,1475.436729
0.010000,68.380000,84467.000000, 1508.58,1476.859019
0.010000,67.850000,84463.000000, 1508.97,1478.096758
0.010000,67.320000,84443.000000, 1510.90,1479.398777
0.010000,67.850000,84422.000000, 1512.92,1480.839731
0.010000,67.850000,84391.000000, 1515.91,1482.400808
0.010000,67.850000,84414.000000, 1513.69,1483.580758
0.010000,68.380000,84381.000000, 1516.88,1485.022562
0.010000,68.380000,84382.000000, 1516.78,1486.264887
0.010000,68.380000,84345.000000, 1520.36,1487.776830
0.010000,67.850000,84338.000000, 1521.03,1489.120705
0.010000,66.790000,84307.000000, 1524.03,1490.572986
0.010000,66.790000,84321.000000, 1522.67,1491.766606
0.010000,66.790000,84275.000000, 1527.12,1493.286351
0.010000,66.260000,84292.000000, 1525.48,1494.420310
0.000000,66.260000,84292.000000, 1525.48,1494.323629
0.010000,66.260000,84263.000000, 1528.28,1495.768882
0.010000,66.260000,84242.000000, 1530.31,1497.214984
0.010000,66.260000,84234.000000, 1531.08,1498.624198
0.010000,66.260000,84224.000000, 1532.05,1499.964015
0.010000,66.790000,84194.000000, 1534.95,1501.539627
0.010000,66.260000,84192.000000, 1535.14,1502.860365
0.010000,66.260000,84173.000000, 1536.98,1504.303993
0.010000,65.730000,84148.000000, 1539.40,1505.748686
0.010000,65.730000,84129.000000, 1541.24,1507.295391
0.010000,66.260000,84128.000000, 1541.33,1508.703573
0.010000,65.200000,84101.000000, 1543.95,1510.115160
0.010000,65.730000,84098.000000, 1544.24,1511.541351
0.010000,65.200000,84089.000000, 1545.11,1512.769677
0.010000,65.200000,84080.000000, 1545.98,1514.052273
0.010000,65.200000,84055.000000, 1548.40,1515.402897
0.010000,64.670000,84038.000000, 1550.05,1516.761825
0.010000,65.200000,84022.000000, 1551.60,1518.214548
0.010000,64.670000,84015.000000, 1552.27,1519.482303
0.010000,64.140000,83989.000000, 1554.79,1520.894697
0.010000,64.670000,83971.000000, 1556.54,1522.392952
0.010000,64.140000,83975.000000, 1556.15,1523.602483
0.010000,64.140000,83954.000000, 1558.19,1524.963289
0.010000,64.140000,83926.000000, 1560.90,1526.430912
0.010000,64.140000,83924.000000, 1561.09,1527.786140
0.010000,64.140000,83909.000000, 1562.55,1529.142365
0.010000,64.140000,83876.000000, 1565.75,1530.702614
0.010000,63.080000,83866.000000, 1566.72,1532.077978
0.010000,63.080000,83861.000000, 1567.21,1533.440038
0.010000,62.550000,83818.000000, 1571.38,1534.997966
0.010000,64.140000,83822.000000, 1570.99,1536.582253
0.010000,64.140000,83794.000000, 1573.71,1538.140399
0.010000,63.610000,83769.000000, 1576.13,1539.819870
0.000000,63.610000,83769.000000, 1576.13,1540.157265
0.010000,64.670000,83759.000000, 1577.11,1541.928575
0.010000,64.670000,83737.000000, 1579.24,1543.581974
0.010000,66.260000,83718.000000, 1581.09,1545.513954
0.010000,65.200000,83699.000000, 1582.93,1547.144675
0.010000,63.610000,83699.000000, 1582.93,1548.604735
0.010000,62.020000,83691.000000, 1583.71,1549.822803
0.010000,61.490000,83658.000000, 1586.92,1551.310141
0.010000,60.960000,83644.000000, 1588.28,1552.694300
0.010000,60.960000,83614.000000, 1591.20,1554.303527
0.010000,60.960000,83595.000000, 1593.05,1555.899488
0.010000,60.960000,83587.000000, 1593.82,1557.433977
0.010000,60.430000,83568.000000, 1595.67,1558.932939
0.010000,60.960000,83550.000000, 1597.42,1560.562701
0.010000,60.960000,83518.000000, 1600.54,1562.285019
0.010000,60.960000,83509.000000, 1601.41,1563.954158
0.010000,61.490000,83484.000000, 1603.85,1565.737551
0.010000,60.430000,83476.000000, 1604.63,1567.274801
0.010000,60.960000,83449.000000, 1607.26,1569.074561
0.010000,60.430000,83438.000000, 1608.33,1570.644668
0.010000,60.960000,83435.000000, 1608.62,1572.233900
0.010000,60.430000,83415.000000, 1610.57,1573.711377
0.010000,60.430000,83385.000000, 1613.49,1575.439270
0.010000,60.430000,83379.000000, 1614.08,1576.984039
0.010000,60.430000,83354.000000, 1616.52,1578.665394
0.010000,60.960000,83315.000000, 1620.32,1580.600416
0.010000,60.960000,83350.000000, 1616.91,1581.942687
0.010000,60.960000,83301.000000, 1621.68,1583.675479
0.010000,60.430000,83305.000000, 1621.29,1585.106276
0.010000,60.430000,83279.000000, 1623.83,1586.709540
0.010000,59.370000,83253.000000, 1626.37,1588.265047
0.010000,58.310000,83233.000000, 1628.32,1589.843932
0.010000,57.250000,83218.000000, 1629.78,1591.315119
0.000000,57.250000,83218.000000, 1629.78,1591.572477
0.010000,56.190000,83205.000000, 1631.05,1593.017215
0.010000,55.130000,83172.000000, 1634.28,1594.573915
0.010000,54.070000,83166.000000, 1634.86,1595.972376
0.010000,53.010000,83158.000000, 1635.64,1597.245333
0.010000,52.480000,83122.000000, 1639.16,1598.759914
0.010000,51.420000,83087.000000, 1642.58,1600.375920
0.010000,50.360000,83078.000000, 1643.46,1601.877520
0.010000,50.360000,83046.000000, 1646.59,1603.594969
0.010000,49.300000,83039.000000, 1647.28,1605.076668
0.010000,48.240000,83004.000000, 1650.70,1606.751470
0.010000,47.180000,82993.000000, 1651.77,1608.275621
0.010000,46.120000,82979.000000, 1653.14,1609.749706
0.010000,45.590000,82962.000000, 1654.81,1611.236947
0.010000,44.530000,82927.000000, 1658.23,1612.848664
0.010000,44.000000,82907.000000, 1660.19,1614.515939
0.010000,44.000000,82891.000000, 1661.76,1616.186738
0.010000,42.940000,82863.000000, 1664.50,1617.873804
0.010000,41.880000,82863.000000, 1664.50,1619.355202
0.010000,41.350000,82836.000000, 1667.15,1620.954844
0.010000,40.820000,82812.000000, 1669.50,1622.611202
0.010000,40.290000,82774.000000, 1673.23,1624.473142
0.010000,40.820000,82777.000000, 1672.93,1626.196097
0.010000,39.760000,82738.000000, 1676.76,1628.000755
0.010000,39.760000,82714.000000, 1679.11,1629.975450
0.010000,39.760000,82701.000000, 1680.39,1631.828089
0.010000,38.700000,82680.000000, 1682.45,1633.643252
0.010000,38.700000,82662.000000, 1684.21,1635.516967
0.010000,38.170000,82614.000000, 1688.93,1637.619214
0.010000,38.170000,82589.000000, 1691.38,1639.820000
0.010000,38.170000,82571.000000, 1693.15,1641.952328
0.010000,37.640000,82563.000000, 1693.94,1643.916856
0.010000,37.640000,82516.000000, 1698.55,1646.200545
0.000000,37.640000,82516.000000, 1698.55,1647.183216
0.010000,38.170000,82515.000000, 1698.65,1649.286806
0.010000,37.640000,82473.000000, 1702.78,1651.456483
0.010000,37.640000,82487.000000, 1701.41,1653.356592
0.010000,38.170000,82451.000000, 1704.95,1655.445697
0.010000,37.640000,82412.000000, 1708.78,1657.667482
0.010000,37.640000,82388.000000, 1711.15,1659.947274
0.010000,37.110000,82387.000000, 1711.24,1661.923427
0.010000,37.110000,82350.000000, 1714.89,1664.141404
0.010000,37.110000,82322.000000, 1717.64,1666.387692
0.010000,37.110000,82288.000000, 1720.99,1668.779053
0.010000,37.110000,82252.000000, 1724.54,1671.280970
0.010000,37.110000,82262.000000, 1723.55,1673.424631
0.010000,36.580000,82229.000000, 1726.81,1675.637620
0.010000,36.580000,82209.000000, 1728.78,1677.867071
0.010000,36.050000,82165.000000, 1733.12,1680.248782
0.010000,35.520000,82152.000000, 1734.40,1682.508675
0.010000,34.990000,82129.000000, 1736.67,1684.729619
0.010000,33.930000,82122.000000, 1737.36,1686.715232
0.010000,33.400000,82093.000000, 1740.22,1688.806737
0.010000,32.340000,82051.000000, 1744.37,1691.014809
0.010000,31.810000,82038.000000, 1745.65,1693.149543
0.010000,30.750000,82019.000000, 1747.53,1695.151762
0.010000,29.680000,81983.000000, 1751.09,1697.296973
0.010000,29.150000,81979.000000, 1751.48,1699.239341
0.010000,28.090000,81945.000000, 1754.84,1701.262450
0.010000,27.560000,81917.000000, 1757.61,1703.381500
0.010000,27.030000,81889.000000, 1760.38,1705.531147
0.010000,26.500000,81889.000000, 1760.38,1707.449686
0.010000,25.970000,81853.000000, 1763.94,1709.525112
0.010000,25.440000,81812.000000, 1768.00,1711.795287
0.010000,25.440000,81794.000000, 1769.78,1714.049377
0.010000,23.850000,81762.000000, 1772.95,1716.235165
0.000000,23.850000,81762.000000, 1772.95,1717.348339
0.010000,23.320000,81755.000000, 1773.64,1719.359894
0.010000,23.320000,81738.000000, 1775.33,1721.389710
0.010000,22.790000,81695.000000, 1779.59,1723.601230
0.010000,22.260000,81685.000000, 1780.58,1725.689974
0.010000,21.200000,81637.000000, 1785.34,1727.978228
0.010000,20.670000,81628.000000, 1786.23,1730.142368
0.010000,20.140000,81617.000000, 1787.32,1732.157202
0.010000,20.140000,81593.000000, 1789.70,1734.272872
0.010000,19.080000,81564.000000, 1792.58,1736.353068
0.010000,18.550000,81537.000000, 1795.26,1738.549463
0.010000,18.550000,81524.000000, 1796.55,1740.653106
0.010000,18.550000,81479.000000, 1801.01,1743.042559
0.010000,18.020000,81446.000000, 1804.29,1745.474352
0.010000,16.960000,81419.000000, 1806.98,1747.878023
0.010000,17.490000,81403.000000, 1808.57,1750.316248
0.010000,16.430000,81374.000000, 1811.45,1752.641574
0.010000,16.430000,81357.000000, 1813.14,1755.030799
0.010000,15.900000,81336.000000, 1815.23,1757.281519
0.010000,15.900000,81305.000000, 1818.31,1759.721049
0.010000,15.370000,81280.000000, 1820.80,1762.075409
0.010000,14.840000,81245.000000, 1824.28,1764.579632
0.010000,14.310000,81225.000000, 1826.27,1766.981706
0.010000,13.780000,81194.000000, 1829.36,1769.460658
0.010000,14.310000,81172.000000, 1831.55,1771.992921
0.010000,14.310000,81135.000000, 1835.24,1774.622296
0.010000,11.130000,81111.000000, 1837.63,1776.924193
0.010000,15.370000,81085.000000, 1840.22,1779.936232
0.010000,13.250000,81060.000000, 1842.71,1782.256807
0.010000,11.660000,81036.000000, 1845.11,1784.840283
0.010000,10.600000,81020.000000, 1846.70,1787.077666
0.010000,9.540000,80963.000000, 1852.39,1789.755491
0.010000,9.540000,80972.000000, 1851.49,1792.036848
0.000000,9.540000,80972.000000, 1851.49,1793.265561
